112
0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
1 0 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
4 5 6 1 0 1 2 3 4 5 9 8 7 6 5 4 5 6 27 14 13 12 11 10 9 8 7 6 5 6 25 26 2147483647 2147483647 7 25 24 25 2147483647 2147483647 18 10 9 8 9 25 24 23 24 2147483647 2147483647 2147483647 2147483647 17 11 10 9 10 24 23 22 23 2147483647 2147483647 2147483647 16 11 22 21 22 16 15 14 13 12 13 14 15 20 21 16 15 14 13 14 15 16 17 18 19 20 17 16 15 14 15 16 17 21 20 21 18 17 16 15 16 17 18 19 18 19 20 
3 4 5 2 1 0 1 2 3 4 8 7 6 5 4 3 4 5 26 13 12 11 10 9 8 7 6 5 4 5 24 25 2147483647 2147483647 6 24 23 24 2147483647 2147483647 17 9 8 7 8 24 23 22 23 2147483647 2147483647 2147483647 2147483647 16 10 9 8 9 23 22 21 22 2147483647 2147483647 2147483647 15 10 21 20 21 15 14 13 12 11 12 13 14 19 20 15 14 13 12 13 14 15 16 17 18 19 16 15 14 13 14 15 16 20 19 20 17 16 15 14 15 16 17 18 17 18 19 
2 3 4 3 2 1 0 1 2 3 7 6 5 4 3 2 3 4 25 12 11 10 9 8 7 6 5 4 3 4 23 24 2147483647 2147483647 5 23 22 23 2147483647 2147483647 16 8 7 6 7 23 22 21 22 2147483647 2147483647 2147483647 2147483647 15 9 8 7 8 22 21 20 21 2147483647 2147483647 2147483647 14 9 20 19 20 14 13 12 11 10 11 12 13 18 19 14 13 12 11 12 13 14 15 16 17 18 15 14 13 12 13 14 15 19 18 19 16 15 14 13 14 15 16 17 16 17 18 
1 2 3 4 3 2 1 0 1 2 6 5 4 3 2 1 2 3 24 11 10 9 8 7 6 5 4 3 2 3 22 23 2147483647 2147483647 4 22 21 22 2147483647 2147483647 15 7 6 5 6 22 21 20 21 2147483647 2147483647 2147483647 2147483647 14 8 7 6 7 21 20 19 20 2147483647 2147483647 2147483647 13 8 19 18 19 13 12 11 10 9 10 11 12 17 18 13 12 11 10 11 12 13 14 15 16 17 14 13 12 11 12 13 14 18 17 18 15 14 13 12 13 14 15 16 15 16 17 
2 1 2 5 4 3 2 1 0 1 7 6 5 4 3 2 1 2 25 12 11 10 9 8 7 6 5 4 3 2 23 24 2147483647 2147483647 5 23 22 23 2147483647 2147483647 16 8 7 6 7 23 22 21 22 2147483647 2147483647 2147483647 2147483647 15 9 8 7 8 22 21 20 21 2147483647 2147483647 2147483647 14 9 20 19 20 14 13 12 11 10 11 12 13 18 19 14 13 12 11 12 13 14 15 16 17 18 15 14 13 12 13 14 15 19 18 19 16 15 14 13 14 15 16 17 16 17 18 
2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
6 7 8 1 2 3 4 5 6 7 1 0 1 2 3 4 5 6 25 6 5 4 3 2 1 2 3 4 5 6 23 24 2147483647 2147483647 5 23 22 23 2147483647 2147483647 16 8 7 6 7 23 22 21 22 2147483647 2147483647 2147483647 2147483647 15 9 8 7 8 22 21 20 21 2147483647 2147483647 2147483647 14 9 20 19 20 14 13 12 11 10 11 12 13 18 19 14 13 12 11 12 13 14 15 16 17 18 15 14 13 12 13 14 15 19 18 19 16 15 14 13 14 15 16 17 16 17 18 
5 6 7 2 1 2 3 4 5 6 2 1 0 1 2 3 4 5 24 7 6 5 4 3 2 1 2 3 4 5 22 23 2147483647 2147483647 4 22 21 22 2147483647 2147483647 15 7 6 5 6 22 21 20 21 2147483647 2147483647 2147483647 2147483647 14 8 7 6 7 21 20 19 20 2147483647 2147483647 2147483647 13 8 19 18 19 13 12 11 10 9 10 11 12 17 18 13 12 11 10 11 12 13 14 15 16 17 14 13 12 11 12 13 14 18 17 18 15 14 13 12 13 14 15 16 15 16 17 
4 5 6 3 2 1 2 3 4 5 3 2 1 0 1 2 3 4 23 8 7 6 5 4 3 2 1 2 3 4 21 22 2147483647 2147483647 3 21 20 21 2147483647 2147483647 14 6 5 4 5 21 20 19 20 2147483647 2147483647 2147483647 2147483647 13 7 6 5 6 20 19 18 19 2147483647 2147483647 2147483647 12 7 18 17 18 12 11 10 9 8 9 10 11 16 17 12 11 10 9 10 11 12 13 14 15 16 13 12 11 10 11 12 13 17 16 17 14 13 12 11 12 13 14 15 14 15 16 
3 4 5 4 3 2 1 2 3 4 4 3 2 1 0 1 2 3 22 9 8 7 6 5 4 3 2 1 2 3 20 21 2147483647 2147483647 2 20 19 20 2147483647 2147483647 13 5 4 3 4 20 19 18 19 2147483647 2147483647 2147483647 2147483647 12 6 5 4 5 19 18 17 18 2147483647 2147483647 2147483647 11 6 17 16 17 11 10 9 8 7 8 9 10 15 16 11 10 9 8 9 10 11 12 13 14 15 12 11 10 9 10 11 12 16 15 16 13 12 11 10 11 12 13 14 13 14 15 
2 3 4 5 4 3 2 1 2 3 5 4 3 2 1 0 1 2 23 10 9 8 7 6 5 4 3 2 1 2 21 22 2147483647 2147483647 3 21 20 21 2147483647 2147483647 14 6 5 4 5 21 20 19 20 2147483647 2147483647 2147483647 2147483647 13 7 6 5 6 20 19 18 19 2147483647 2147483647 2147483647 12 7 18 17 18 12 11 10 9 8 9 10 11 16 17 12 11 10 9 10 11 12 13 14 15 16 13 12 11 10 11 12 13 17 16 17 14 13 12 11 12 13 14 15 14 15 16 
3 2 3 6 5 4 3 2 1 2 6 5 4 3 2 1 0 1 24 11 10 9 8 7 6 5 4 3 2 1 22 23 2147483647 2147483647 4 22 21 22 2147483647 2147483647 15 7 6 5 6 22 21 20 21 2147483647 2147483647 2147483647 2147483647 14 8 7 6 7 21 20 19 20 2147483647 2147483647 2147483647 13 8 19 18 19 13 12 11 10 9 10 11 12 17 18 13 12 11 10 11 12 13 14 15 16 17 14 13 12 11 12 13 14 18 17 18 15 14 13 12 13 14 15 16 15 16 17 
