80
0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
1 4 16 15 0 3 15 14 18 17 18 2 1 2 14 13 17 16 17 18 19 3 2 3 13 12 13 14 15 16 17 18 4 3 4 12 11 17 16 17 18 19 5 4 5 11 10 5 6 7 8 9 10 11 12 13 14 15 16 6 7 11 10 11 12 13 2147483647 2147483647 2147483647 12 13 2147483647 2147483647 2147483647 13 14 15 16 17 18 
18 1 15 14 17 0 14 13 17 16 17 17 16 1 13 12 16 15 16 17 18 16 15 2 12 11 12 13 14 15 16 17 15 14 3 11 10 16 15 16 17 18 14 13 4 10 9 12 5 6 7 8 9 10 11 12 13 14 15 13 6 10 9 10 11 12 2147483647 2147483647 2147483647 11 12 2147483647 2147483647 2147483647 12 13 14 15 16 17 
14 15 1 20 13 14 0 19 23 22 23 13 12 13 1 18 22 21 22 23 24 12 11 12 2 17 18 19 20 21 22 23 11 10 11 3 16 22 21 22 23 24 10 9 10 4 15 8 7 6 5 14 15 16 17 18 19 20 21 9 12 6 15 16 17 18 2147483647 2147483647 2147483647 17 18 2147483647 2147483647 2147483647 18 19 20 21 22 23 
15 16 12 1 14 15 11 0 8 7 8 14 13 14 10 1 7 6 7 8 9 13 12 13 9 2 3 4 5 6 7 8 12 11 12 8 3 7 6 7 8 9 11 10 11 7 4 9 8 7 6 5 6 7 8 9 10 11 12 10 13 7 6 7 8 9 2147483647 2147483647 2147483647 8 9 2147483647 2147483647 2147483647 9 10 11 12 13 14 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 0 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2 3 15 14 1 2 14 13 17 16 17 1 0 1 13 12 16 15 16 17 18 2 1 2 12 11 12 13 14 15 16 17 3 2 3 11 10 16 15 16 17 18 4 3 4 10 9 4 5 6 7 8 9 10 11 12 13 14 15 5 6 10 9 10 11 12 2147483647 2147483647 2147483647 11 12 2147483647 2147483647 2147483647 12 13 14 15 16 17 
17 2 14 13 16 1 13 12 16 15 16 16 15 0 12 11 15 14 15 16 17 15 14 1 11 10 11 12 13 14 15 16 14 13 2 10 9 15 14 15 16 17 13 12 3 9 8 11 4 5 6 7 8 9 10 11 12 13 14 12 5 9 8 9 10 11 2147483647 2147483647 2147483647 10 11 2147483647 2147483647 2147483647 11 12 13 14 15 16 
13 14 2 19 12 13 1 18 22 21 22 12 11 12 0 17 21 20 21 22 23 11 10 11 1 16 17 18 19 20 21 22 10 9 10 2 15 21 20 21 22 23 9 8 9 3 14 7 6 5 4 13 14 15 16 17 18 19 20 8 11 5 14 15 16 17 2147483647 2147483647 2147483647 16 17 2147483647 2147483647 2147483647 17 18 19 20 21 22 
14 15 11 2 13 14 10 1 7 6 7 13 12 13 9 0 6 5 6 7 8 12 11 12 8 1 2 3 4 5 6 7 11 10 11 7 2 6 5 6 7 8 10 9 10 6 3 8 7 6 5 4 5 6 7 8 9 10 11 9 12 6 5 6 7 8 2147483647 2147483647 2147483647 7 8 2147483647 2147483647 2147483647 8 9 10 11 12 13 
16 17 7 22 15 16 6 21 1 24 25 15 14 15 5 20 0 23 24 25 26 14 13 14 4 3 2 1 22 23 24 25 13 12 13 5 18 2 23 24 25 26 12 11 12 6 17 10 9 8 7 16 17 18 19 20 21 22 23 11 14 8 17 18 19 20 2147483647 2147483647 2147483647 19 20 2147483647 2147483647 2147483647 20 21 22 23 24 25 
