85
0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
1 0 1 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2 1 0 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
3 2147483647 2147483647 8 1 0 1 2 7 6 5 4 3 4 5 6 6 7 9 8 7 8 9 10 11 8 15 14 15 16 17 10 9 8 9 10 11 12 9 10 11 12 13 14 15 16 11 10 9 10 11 12 13 10 15 14 15 16 17 11 12 11 16 15 16 17 18 14 13 14 15 12 17 16 15 14 15 16 13 18 17 16 15 17 14 
2 2147483647 2147483647 7 2 1 0 1 6 5 4 3 2 3 4 5 5 6 8 7 6 7 8 9 10 7 14 13 14 15 16 9 8 7 8 9 10 11 8 9 10 11 12 13 14 15 10 9 8 9 10 11 12 9 14 13 14 15 16 10 11 10 15 14 15 16 17 13 12 13 14 11 16 15 14 13 14 15 12 17 16 15 14 16 13 
1 2147483647 2147483647 6 5 4 5 0 5 4 3 2 1 2 3 4 4 5 7 6 5 6 7 8 9 6 13 12 13 14 15 8 7 6 7 8 9 10 7 8 9 10 11 12 13 14 9 8 7 8 9 10 11 8 13 12 13 14 15 9 10 9 14 13 14 15 16 12 11 12 13 10 15 14 13 12 13 14 11 16 15 14 13 15 12 
24 2147483647 2147483647 1 22 21 22 23 0 21 20 21 22 23 24 1 19 2 20 19 18 17 16 15 14 3 10 9 10 11 12 19 18 17 16 15 14 13 4 5 6 7 8 9 10 11 20 19 18 17 16 15 14 5 10 9 10 11 12 20 17 6 11 10 11 12 13 19 18 19 20 7 22 21 20 19 20 21 8 23 22 21 20 22 9 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
4 2147483647 2147483647 7 2 1 2 3 6 1 0 1 2 3 4 5 1 6 4 3 2 3 4 5 6 7 14 13 14 15 16 5 4 3 4 5 6 7 8 9 10 11 12 13 14 15 6 5 4 5 6 7 8 9 14 13 14 15 16 6 7 10 15 14 15 16 17 9 8 9 10 11 12 11 10 9 10 11 12 13 12 11 10 12 13 
5 2147483647 2147483647 6 3 2 3 4 5 2 1 0 1 2 3 4 2 5 5 4 3 4 5 6 7 6 13 12 13 14 15 6 5 4 5 6 7 8 7 8 9 10 11 12 13 14 7 6 5 6 7 8 9 8 13 12 13 14 15 7 8 9 14 13 14 15 16 10 9 10 11 10 13 12 11 10 11 12 11 14 13 12 11 13 12 
6 2147483647 2147483647 5 4 3 4 5 4 3 2 1 0 1 2 3 3 4 6 5 4 5 6 7 8 5 12 11 12 13 14 7 6 5 6 7 8 9 6 7 8 9 10 11 12 13 8 7 6 7 8 9 10 7 12 11 12 13 14 8 9 8 13 12 13 14 15 11 10 11 12 9 14 13 12 11 12 13 10 15 14 13 12 14 11 
7 2147483647 2147483647 4 5 4 5 6 3 4 3 2 1 0 1 2 4 3 7 6 5 6 7 8 9 4 11 10 11 12 13 8 7 6 7 8 9 10 5 6 7 8 9 10 11 12 9 8 7 8 9 10 11 6 11 10 11 12 13 9 10 7 12 11 12 13 14 12 11 12 13 8 15 14 13 12 13 14 9 16 15 14 13 15 10 
